age_group_id,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
age_group_name,,Early Neonatal,Late Neonatal,Post Neonatal,1 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74
cause_id,cause_name,,,,,,,,,,,,,,,,,,
297,Tuberculosis,NA,NA,NA,6.90574406507754e-06,-1.2386274649011403e-06,-1.1952537508452582e-06,NA,-8.1329596596087e-06,NA,NA,NA,NA,NA,NA,NA,-4.597498175273134e-05,-5.221790463441375e-05,-3.580270694869516e-05
298,HIV/AIDS,NA,NA,NA,NA,NA,NA,NA,-3.0251466913420093e-05,NA,NA,NA,-0.00016626203985274372,-0.00013055041132850227,-9.585185611456528e-05,NA,NA,NA,NA
302,Diarrheal diseases,0.0019038727695307503,NA,0.00022148211144230835,0.00012150294828468528,NA,NA,NA,3.6003392843549825e-06,NA,NA,NA,5.2065300890340704e-06,6.3086034036415646e-06,NA,1.2183752279626647e-05,2.1500935312799664e-05,NA,NA
321,Other intestinal infectious diseases,NA,NA,9.727048143110833e-07,2.238213554639813e-07,1.291794563423027e-08,6.530002567849975e-09,NA,NA,NA,NA,NA,3.391705631216539e-09,3.930248658916325e-09,3.1589584555931765e-09,2.6005034992727334e-09,4.034964627024238e-09,5.473711815295328e-09,4.493135981423399e-09
322,Lower respiratory infections,NA,-0.0016849201536821826,-0.00032847646729198003,5.4376012515746634e-05,-2.9635213174352456e-06,-3.001669940735058e-06,-4.637770144274264e-06,-7.104971934834475e-06,-1.1747099261463574e-05,NA,-3.134438278092936e-05,NA,NA,NA,-5.1431204248016574e-05,-6.0005522689976044e-05,-4.555571311078107e-05,NA
328,Upper respiratory infections,NA,NA,2.6239970670532723e-06,3.6088031737941146e-06,2.6037323493439946e-06,1.6727142071137466e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.096674394340719e-07,7.856899283482712e-07,8.438151532923747e-07
329,Otitis media,3.98339319035194e-06,7.093461276459794e-07,3.933503072667204e-07,-3.8490188307464707e-07,-6.96254767410214e-07,-5.245677025674448e-07,-3.6820532490490554e-07,1.3984672004333488e-07,1.3422537615489508e-07,1.0585635131861078e-07,1.1547206324249891e-07,1.3857922271931147e-07,1.7766401495754607e-07,1.9692748347450177e-07,2.0022876127551053e-07,1.5706863074425243e-07,1.3923459585242463e-07,1.1544275893115207e-07
